CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
57;CH;111879;C;22;0;;1.34861;-0.66075;0.0051;BRANCA;1385;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Atribuo a causa desse florescimento estéril a um sistema de educação falso, extraído de livros sobre o assunto escrito por homens que, ao considerar as mulheres mais como fêmeas do que como criaturas humanas, estão mais ansiosos em torná-las damas sedutoras do que esposas afetuosas e mães racionais. O entendimento do sexo feminino tem sido tão distorcido por essa homenagem ilusória de que as mulheres civilizadas de nosso século, com raras exceções, anseiam apenas inspirar amor, quando deveriam nutrir uma ambição mais nobre e exigir respeito por suas capacidades e virtudes. WOLLSTONECRAFT, M. Reivindicação dos direitos da mulher. São Paulo: Boitempo, 2016. Nesse texto, escrito no século XVIII, a autora reivindica para as mulheres a;recuperação de sua participação política.;equiparação de ganhos salariais.;valorização de seu papel social.;distinção de padrões biológicos.;ocupação de cargos públicos.;0
57;CH;141033;E;20;0;;2.66541;0.60552;0.12265;VERDE;1386;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;"Resumamos os principais caracteres de um rizoma: diferentemente das árvores ou de suas raízes, o rizoma conecta um ponto qualquer com outro ponto qualquer e cada um de seus traços não remete necessariamente a traços de mesma natureza. Contra os sistemas centrados (e mesmo policentrados), de comunicação hierárquica e ligações preestabelecidas, o rizoma é um sistema a-centrado não hierárquico e não significante, sem general, sem memória organizadora ou autômato central, unicamente definido por uma circulação de estados. DELEUZE, G.; GUATTARI, F. Mil platôs. São Paulo: Editora 34, 1995 (adaptado). Qual elemento da cultura contemporânea se relaciona às características do conceito de rizoma, conforme descrito no texto?";Estrutura fixa.;Lógica binária.;Controle homogêneo.;Uniformidade de opiniões.;Pluralidade de interações.;0
57;CH;141143;D;15;0;;2.58128;0.13172;0.18248;AZUL;1383;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;Espaços públicos não são produtos dados e acabados, uma instituição que, uma vez estabelecida, traria a paz da consensualidade e a perfeita igualdade. São os lugares em que os problemas aparecem e se transformam em debates, em diálogo e em possibilidade de ajuste e compromissos. Por isso, não anulam os conflitos, ao contrário, são canais de comunicação e de visibilidade de oposições. GOMES, P. C. C. Espaço público, espaços públicos. Geographia, n. 44, set.-dez. 2018 (adaptado). As características descritas no texto exibem a importância dos espaços públicos para a;prática do lazer.;vigilância da sociedade.;erradicação da violência.;construção da democracia.;diversificação do trabalho.;0
57;CH;149862;D;23;0;;1.59442;0.91705;0.18709;AMARELA;1384;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;"TEXTO I Aristóteles entendia que a felicidade era diretamente ligada ao respeito pela própria natureza e, de certa maneira, a uma vida que tivesse na natureza de si mesma uma referência inabalável. Isso lhe permitiu formular o conceito de excelência. O que seria excelência? Seria, justamente, ao longo da vida, tirar de si mesmo, em forma de performance, de conduta, de comportamento, de disposição, o que a natureza permitiria de melhor. COEN, M.; BARROS FILHO, C. A monja e o professor: reflexões sobre ética, preceitos e valores. Rio de Janeiro: Best Seller, 2018. TEXTO II A noção de eudaimonia é central para a ética aristotélica. A eudaimonia é uma atividade e não um estado psicológico, pois é definida na Ética a Nicômaco como uma atividade da alma com base na virtude moral. A virtude moral é definida em termos de uma disposição diretamente ligada à deliberação, o que o leva a estudar a virtude intelectual que opera em seu interior, isto é, a prudência. A estrutura conceitual da ética aristotélica responde a uma tentativa de elucidar conceitualmente em que consiste isto, agir bem, ou, na linguagem aristotélica, o que significa ser feliz. ZINGANO, M. Eudaimonia, razão e contemplação na ética aristotélica. Analytica, n. 1, 2017 (adaptado). Os textos indicam que a prática de ações virtuosas, sempre efetivada na pólis, ocorre por meio do(a)";teoria das formas essenciais.;identificação dos princípios racionais.;desenvolvimento das técnicas retóricas.;aperfeiçoamento das condutas humanas.;conhecimento das epistemes verdadeiras.;0
58;CH;67577;E;17;0;;3.42357;0.49941;0.11756;BRANCA;1385;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Cada objeto é, em si mesmo, um sistema funcionando sistemicamente. Um grande supermercado ou shopping center seria incapaz de existir se não fossem servidos por vias rápidas, estacionamentos adequados e acessíveis, sistemas de transportes públicos com horários regulares e conhecidos e se, no seu próprio interior, as atividades não estivessem subordinadas a uma coordenação. Esse é o caso dos armazéns, dos silos etc. Os portos, a rede rodoviária de um país e, sobretudo, a rede ferroviária são exemplos de objetos complexos e sistêmicos. SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. São Paulo: Hucitec, 1996 (adaptado). De acordo com o texto, o território torna-se cada vez mais dotado de objetos com a finalidade de intensificar a;desindustrialização da economia.;desregulamentação do mercado.;concentração da produção.;distribuição de renda.;dinamização dos fluxos.;0
58;CH;111879;C;22;0;;1.34861;-0.66075;0.0051;VERDE;1386;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;Atribuo a causa desse florescimento estéril a um sistema de educação falso, extraído de livros sobre o assunto escrito por homens que, ao considerar as mulheres mais como fêmeas do que como criaturas humanas, estão mais ansiosos em torná-las damas sedutoras do que esposas afetuosas e mães racionais. O entendimento do sexo feminino tem sido tão distorcido por essa homenagem ilusória de que as mulheres civilizadas de nosso século, com raras exceções, anseiam apenas inspirar amor, quando deveriam nutrir uma ambição mais nobre e exigir respeito por suas capacidades e virtudes. WOLLSTONECRAFT, M. Reivindicação dos direitos da mulher. São Paulo: Boitempo, 2016. Nesse texto, escrito no século XVIII, a autora reivindica para as mulheres a;recuperação de sua participação política.;equiparação de ganhos salariais.;valorização de seu papel social.;distinção de padrões biológicos.;ocupação de cargos públicos.;0
58;CH;149789;E;3;0;;1.29902;0.25116;0.01814;AMARELA;1384;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;As instituições que a Idade Média nos legou são de um valor maior e mais imperecível do que suas catedrais. E a universidade é nitidamente uma instituição medieval — tanto quanto a monarquia constitucional, ou os parlamentos, ou o julgamento por meio do júri. As universidades e os produtos imediatos das suas atividades constituem a grande realização da Idade Média na esfera intelectual. RASHDALL, H. apud OLIVEIRA, T. Origem e memória das universidades medievais. Varia História, n. 37, jan.-jun. 2007. De acordo com o texto, o legado das universidades medievais torna-se um relevante patrimônio histórico-cultural por;adotar currículo e método padronizado.;rejeitar ideologias e costumes orientais.;possuir organização e função mercantil.;transmitir técnicas e valores ecumênicos.;agregar tradição e conhecimento científico.;0
58;CH;149862;D;23;0;;1.59442;0.91705;0.18709;AZUL;1383;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;"TEXTO I Aristóteles entendia que a felicidade era diretamente ligada ao respeito pela própria natureza e, de certa maneira, a uma vida que tivesse na natureza de si mesma uma referência inabalável. Isso lhe permitiu formular o conceito de excelência. O que seria excelência? Seria, justamente, ao longo da vida, tirar de si mesmo, em forma de performance, de conduta, de comportamento, de disposição, o que a natureza permitiria de melhor. COEN, M.; BARROS FILHO, C. A monja e o professor: reflexões sobre ética, preceitos e valores. Rio de Janeiro: Best Seller, 2018. TEXTO II A noção de eudaimonia é central para a ética aristotélica. A eudaimonia é uma atividade e não um estado psicológico, pois é definida na Ética a Nicômaco como uma atividade da alma com base na virtude moral. A virtude moral é definida em termos de uma disposição diretamente ligada à deliberação, o que o leva a estudar a virtude intelectual que opera em seu interior, isto é, a prudência. A estrutura conceitual da ética aristotélica responde a uma tentativa de elucidar conceitualmente em que consiste isto, agir bem, ou, na linguagem aristotélica, o que significa ser feliz. ZINGANO, M. Eudaimonia, razão e contemplação na ética aristotélica. Analytica, n. 1, 2017 (adaptado). Os textos indicam que a prática de ações virtuosas, sempre efetivada na pólis, ocorre por meio do(a)";teoria das formas essenciais.;identificação dos princípios racionais.;desenvolvimento das técnicas retóricas.;aperfeiçoamento das condutas humanas.;conhecimento das epistemes verdadeiras.;0
59;CH;67577;E;17;0;;3.42357;0.49941;0.11756;VERDE;1386;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;Cada objeto é, em si mesmo, um sistema funcionando sistemicamente. Um grande supermercado ou shopping center seria incapaz de existir se não fossem servidos por vias rápidas, estacionamentos adequados e acessíveis, sistemas de transportes públicos com horários regulares e conhecidos e se, no seu próprio interior, as atividades não estivessem subordinadas a uma coordenação. Esse é o caso dos armazéns, dos silos etc. Os portos, a rede rodoviária de um país e, sobretudo, a rede ferroviária são exemplos de objetos complexos e sistêmicos. SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. São Paulo: Hucitec, 1996 (adaptado). De acordo com o texto, o território torna-se cada vez mais dotado de objetos com a finalidade de intensificar a;desindustrialização da economia.;desregulamentação do mercado.;concentração da produção.;distribuição de renda.;dinamização dos fluxos.;0
59;CH;125718;B;30;0;;1.56271;1.15577;0.1328;AMARELA;1384;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;Há experiências de lutas sociais de reapropriação cultural da natureza que são movimentos emblemáticos, como a dos seringueiros no Brasil, que da luta sindical para a comercialização da borracha chegaram a inventar o conceito de reserva extrativista e estão avançando para um novo modo de produção, uma nova racionalidade produtiva, mostrando que é possível viver bem, e não apenas sobreviver, em harmonia com a natureza que habitam. O novo planeta que podemos imaginar é feito desses territórios produtivos que não são apenas economias de autossubsistência mas economias que potencializam a produtividade ecológica de seus territórios. LEFF, E. Discursos sustentáveis. São Paulo: Cortez, 2010 (adaptado). O texto expõe a possibilidade de uma nova racionalidade produtiva por meio de uma gestão territorial que se baseia na;integração de mercados regidos por pressões regionais.;conexão de valores fundamentados por decisões locais.;unificação de preços delimitados por demandas nacionais.;normatização de regras construídas por instituições mundiais.;valorização de tradições orientadas por determinações globais.;0
59;CH;141401;D;9;0;;2.46539;1.08536;0.27044;BRANCA;1385;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;A 26ª Conferência do Clima das Nações Unidas foi realizada com a perspectiva de que os países tornassem ainda mais ambiciosos os compromissos assumidos no enfrentamento das mudanças climáticas, de modo a evitar que a temperatura global se eleve acima de 1,5 °C, marca que já vinha sendo discutida desde o Acordo de Paris, de 2015. A pressão do setor empresarial, que se posicionou de maneira contundente nesta COP-26, gerou impacto positivo. O Conselho Empresarial Brasileiro para o Desenvolvimento Sustentável (CEBDS) capitaneou, por meio do movimento Empresários pelo Clima, a adesão de 119 CEOs de importantes empresas e 14 instituições do setor privado, de setores tão diversos como agronegócio, alimentício, aviação, elétrico, farmacêutico, finanças, infraestrutura, logística, papel e celulose, petroquímico, saúde, tecnologia, telefonia e varejo. O Brasil deixa a conferência com o compromisso de fazer valer sua meta e reduzir 50% dos gases de efeito estufa até 2030 em relação aos níveis de 2005 — anteriormente, a meta de redução era de 43%. GROSSI, M. A mais plural das COPs e a lição de casa para o Brasil. Disponível em: www.nexojornal.com.br. Acesso em: 24 nov. 2021 (adaptado). Conforme o texto, o compromisso assumido pelo Brasil foi resultado dos tensionamentos promovidos por;povos ribeirinhos e segmentos culturais.;blocos econômicos e instituições militares.;grupos científicos e universidades públicas.;organismos supranacionais e sociedade civil.;agentes governamentais e demanda turística.;0
59;CH;149789;E;3;0;;1.29902;0.25116;0.01814;AZUL;1383;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;As instituições que a Idade Média nos legou são de um valor maior e mais imperecível do que suas catedrais. E a universidade é nitidamente uma instituição medieval — tanto quanto a monarquia constitucional, ou os parlamentos, ou o julgamento por meio do júri. As universidades e os produtos imediatos das suas atividades constituem a grande realização da Idade Média na esfera intelectual. RASHDALL, H. apud OLIVEIRA, T. Origem e memória das universidades medievais. Varia História, n. 37, jan.-jun. 2007. De acordo com o texto, o legado das universidades medievais torna-se um relevante patrimônio histórico-cultural por;adotar currículo e método padronizado.;rejeitar ideologias e costumes orientais.;possuir organização e função mercantil.;transmitir técnicas e valores ecumênicos.;agregar tradição e conhecimento científico.;0
